id,phase,kind,tag,cycle_day_min,cycle_day_max,title,body
637,luteal,move,Move,17,28,MELT method or self-myofascial release,The MELT method uses small balls and rollers to release connective tissue tension that builds in the luteal phase.
638,luteal,move,Move,17,28,Feldenkrais method,Gentle awareness-through-movement sequences from the Feldenkrais method are ideally matched to luteal nervous system sensitivity.
639,luteal,move,Move,17,28,Slow morning sun salutations,5-10 slow sun salutations in the morning warm the body gently and connect breath to movement without demanding high output.
640,luteal,move,Move,17,28,Seated meditation movement,Combining seated meditation with gentle seated stretches provides movement benefit with minimum energy expenditure.
641,luteal,move,Move,17,28,Slow cycling commute,If you cycle to work slow your pace significantly in the luteal phase. Arriving slightly slower is far better than arriving depleted.
642,luteal,move,Move,22,28,Chair yoga,If energy is very low chair yoga provides gentle movement and breath awareness without getting on the floor.
643,luteal,move,Move,17,28,Qigong for late cycle,Qigong is specifically designed for internal energy cultivation. The slow meditative movements are perfect for the inward luteal phase.
644,luteal,move,Move,17,28,Tai chi morning practice,The slow meditative flow of tai chi suits luteal energy perfectly providing movement meditation and stress relief simultaneously.
645,luteal,move,Move,17,28,Gentle dance to your playlist,Put on a playlist and move however feels good. No choreography no structure just gentle spontaneous movement.
646,luteal,move,Move,17,28,Short yoga nidra,A 20-minute yoga nidra is more restorative than a 20-minute sleep and is the highest return on investment movement for the luteal phase.
647,luteal,move,Move,17,28,Avoid HIIT in late luteal,High intensity work in the late luteal phase elevates cortisol to levels that worsen PMS anxiety and disrupt sleep significantly.
648,luteal,move,Move,17,28,Step count over intensity,Aim for 7000 steps spread throughout the day rather than concentrated exercise. Distributed movement is gentler on luteal hormones.
649,luteal,move,Move,17,28,Pool noodle float,Floating in a pool with a noodle requires minimal effort and provides full decompression for the fluid-heavy luteal body.
650,luteal,move,Move,22,28,Legs up the wall 10 minutes,This restorative inversion reduces lower limb fluid retention reduces cortisol and is deeply calming before sleep.
651,luteal,move,Move,17,28,Gentle hip flow sequence,A 15-minute sequence of hip circles pigeon pose and supine twists addresses the muscle tension that builds in the luteal phase.
652,luteal,move,Move,17,28,Avoid alcohol post-exercise,Alcohol after exercise is always counterproductive but in the luteal phase it specifically disrupts the progesterone-dependent recovery process.
653,luteal,move,Move,17,28,Walking meditation,A slow intentional walk where you focus entirely on sensation is simultaneously movement meditation and cortisol reduction.
654,luteal,move,Move,17,28,Gentle back care sequence,The lower back tension of the luteal phase responds well to cat-cow sphinx pose and supported bridge held gently.
655,luteal,move,Move,17,28,Savasana as practice,Lying in savasana with intention for 10-15 minutes is a legitimate restorative practice not laziness during the luteal phase.
656,luteal,move,Move,17,28,Evening wind-down movement,15 minutes of gentle stretching an hour before bed reduces overnight muscle tension and measurably improves luteal sleep quality.
657,luteal,move,Move,17,28,Slow strength maintenance,If you enjoy strength training keep going but reduce weight by 20-30 percent and rest longer between sets in the late luteal phase.
658,luteal,move,Move,17,28,Cold water therapy brief,30 seconds of cold water at the end of a shower reduces inflammation and provides a brief energy boost safe for the luteal phase.
659,luteal,mood,Mind,17,28,Energy audit your calendar,Look at the next two weeks and identify where you are overcommitted. Remove or reschedule one thing that is not essential.
660,luteal,mood,Mind,17,28,Review the cycle journal,Read what you wrote in earlier phases this cycle. Noticing the contrast helps you build a complete picture of your pattern.
661,luteal,mood,Mind,17,28,Appreciate what the luteal offers,This phase offers depth perception honesty and the ability to sense what is not working. These are valuable gifts not just burdens.
662,luteal,mood,Mind,17,28,Prepare the menstrual nest,Get your comfort items ready - heat pad favourite tea comfy clothes and a good show. Having them organised reduces day-1 stress.
663,luteal,mood,Mind,22,28,One task per hour maximum,When energy and focus are fragmenting stop trying to multitask. One single task with full attention is more effective anyway.
664,luteal,mood,Mind,17,28,Honest relationship check,The perceptiveness of the luteal phase often surfaces things that are not working in relationships. Note them without acting on them.
665,luteal,mood,Mind,17,28,Somatic shaking practice,Allowing the body to shake gently and spontaneously for 5-10 minutes releases stored tension from the nervous system.
666,luteal,mood,Mind,17,28,Reduce information inputs,Social media news podcasts and constant notifications all require cognitive processing that depletes the limited luteal mental bandwidth.
667,luteal,mood,Mind,17,28,Compassionate self-talk script,Write down 3-5 compassionate phrases to use when the inner critic is loud in the luteal phase. Read them morning and evening.
668,luteal,mood,Mind,22,28,Avoid self-critical decisions,Decisions about your appearance career relationships or worth feel more negative in late luteal. Postpone all such evaluations.
669,luteal,mood,Mind,17,28,The power of mundane tasks,Ironing folding or gentle cleaning requires just enough focus to quiet an anxious mind without demanding real cognitive effort.
670,luteal,mood,Mind,17,28,Honour the no,Saying no without explanation is a complete sentence. The luteal phase is when the cost of over-commitment is highest.
671,luteal,mood,Mind,17,28,Revisit your values,What matters most to you right now. Luteal perception cuts through noise and surface concerns to what is genuinely important.
672,luteal,mood,Mind,17,28,Music for mood regulation,Create a playlist for the luteal phase that matches your energy at first then gradually elevates it. Music is a genuine mood tool.
673,luteal,mood,Mind,22,28,Slow down speed of speech,When anxiety is high we often speak too fast which increases physiological arousal. Consciously slowing your speech reduces anxiety.
674,luteal,mood,Mind,17,28,Evening phone-free time,One hour before bed completely phone-free reduces the cortisol and comparison that significantly disrupt luteal sleep and mood.
675,luteal,mood,Mind,17,28,Write your completion list,List everything you have completed this cycle. The luteal brain underestimates achievement. Writing it makes it visible.
676,luteal,mood,Mind,17,28,Comfort without shame,Wanting comfort food familiar places and people you love in the luteal phase is healthy and hormonally appropriate. Give yourself these things.
677,luteal,mood,Mind,22,28,Morning journaling 3 pages,Writing 3 long-hand pages first thing externalises the internal processing that happens overnight and reduces morning anxiety.
678,luteal,mood,Mind,17,28,One pleasure planned daily,Each morning plan one small pleasure for later in the day. Having something to look forward to reduces luteal dread.
679,luteal,mood,Mind,17,28,Long exhale breathing,Making your exhale twice as long as your inhale directly activates the vagus nerve and reduces the anxiety of the luteal phase.
680,luteal,mood,Mind,17,28,Acknowledge the transition,You are moving toward the end of the cycle. This is a transition not a failure. Rest integration and release are productive.
681,luteal,mood,Mind,17,28,Reduce your definition of success,A luteal success looks different from a follicular one. Redefine what a good day means this week rather than measuring against a different phase.
682,luteal,mood,Mind,22,28,Write what this cycle taught you,Every cycle teaches you something. Writing it before menstruation begins creates the insight that feeds your next cycle intentions.
683,luteal,mood,Mind,17,28,Practice radical acceptance,Whatever is happening right now is happening. Resistance increases suffering. Acceptance does not mean approval - it means releasing the fight.
684,luteal,care,Care,17,28,Naturopathic liver support,Milk thistle supplement supports liver clearance of estrogen and progesterone metabolites that contribute to PMS if they accumulate.
685,luteal,care,Care,17,28,Tongue diagnosis,A coated tongue often appears in the luteal phase indicating digestive sluggishness. Tongue scraping and bitter herbs address this.
686,luteal,care,Care,22,28,Pack your period bag now,Having period supplies in your bag from day 22 onwards removes the stress of being caught unprepared when day 1 arrives.
687,luteal,care,Care,17,28,Progesterone-supporting sleep position,Sleeping on your left side supports lymphatic drainage and is generally more comfortable when bloated in the luteal phase.
688,luteal,care,Care,17,28,Track breast changes,Note whether breast tenderness starts on the same day each cycle. Consistent patterns are normal. Changes to the pattern warrant attention.
689,luteal,care,Care,17,28,Screen time blue light block,Installing a blue light filter on all screens and using it from 7pm reduces the luteal sleep disruption caused by melatonin suppression.
690,luteal,care,Care,17,28,Skin sensitivity products,Switch to fragrance-free gentle products in the luteal phase. Skin sensitivity increases with progesterone and reactions are more likely.
691,luteal,care,Care,17,28,Clay mask for congested skin,Progesterone-related skin congestion responds well to a weekly clay mask. Kaolin or bentonite clay is gentle and effective.
692,luteal,care,Care,17,28,Compression socks for travel,Luteal fluid retention makes legs swell more on long journeys. Compression socks prevent discomfort and reduce post-travel swelling.
693,luteal,care,Care,17,28,Dry brushing for fluid retention,5 minutes of dry brushing toward the heart before showering moves lymphatic fluid and reduces the puffiness of luteal water retention.
694,luteal,care,Care,17,28,Scalp oil treatment,Progesterone can make the scalp oilier. An overnight oil treatment with jojoba or rosemary oil balances the scalp environment.
695,luteal,care,Care,17,28,Cold water eye mask,Chilled eye masks or cold cucumber slices reduce the puffiness that can appear under eyes in the luteal phase due to fluid retention.
696,luteal,care,Care,22,28,Perineal massage,Regular perineal massage in the late luteal phase releases the pelvic floor tension that accompanies premenstrual cramping.
697,luteal,care,Care,17,28,Reduce screen brightness,Reducing screen brightness in the afternoon reduces the overstimulation that contributes to luteal phase headaches and eye strain.
698,luteal,care,Care,17,28,Humidifier for skin and sleep,Progesterone reduces skin hydration. A bedroom humidifier prevents the dryness that contributes to luteal skin sensitivity and poor sleep.
699,luteal,care,Care,17,28,B6 cream for PMS,Topical B6 applied to the wrist has shown benefit for PMS mood and breast tenderness in some small studies.
700,luteal,care,Care,17,28,Aromatherapy for PMS,Clary sage geranium and ylang ylang essential oils have specific hormonal balancing properties useful in the luteal phase.
701,luteal,care,Care,22,28,Herbal PMS tea blend,A blend of raspberry leaf chaste berry vitex and skullcap brewed as an evening tea significantly reduces PMS symptoms over time.
702,luteal,care,Care,17,28,Bowel habit awareness,Progesterone slows peristalsis and many people become constipated in the luteal phase. Extra water magnesium and movement address this.
703,luteal,care,Care,17,28,Anti-inflammatory skincare,Products containing niacinamide centella and azelaic acid reduce the inflammation-related skin issues of the luteal phase.
704,luteal,care,Care,17,28,Chaste tree berry supplement,Vitex agnus-castus taken daily for several cycles significantly reduces PMS symptoms by supporting progesterone. Requires consistent use.
705,luteal,care,Care,17,28,Gentle peeling exfoliant,A gentle lactic acid exfoliant used once in the luteal phase addresses congestion without irritating the more sensitive luteal skin.
706,luteal,care,Care,17,28,Pre-period supplement stack,Starting iron magnesium B complex and omega-3 on day 17 and continuing through menstruation prevents the worst of period symptoms.
707,luteal,care,Care,22,28,Note what brings relief,Pay attention to exactly what reduces your symptoms this week. Building a personalised PMS relief toolkit is worth the observation effort.
708,luteal,care,Care,17,28,Acupuncture for hormone balance,Regular fortnightly acupuncture significantly reduces PMS symptoms and improves luteal phase quality over 3 or more cycles.
709,menstrual,food,Nourish,1,5,Ashwagandha latte,Ashwagandha adaptogen in warm oat milk reduces cortisol and supports adrenal function stressed by the hormonal shift of menstruation.
710,menstrual,food,Nourish,1,5,Beet and carrot juice,This combination provides iron beta-carotene and folate in an easily absorbed liquid form gentle on a cramping stomach.
711,menstrual,food,Nourish,1,5,Avoid gluten if sensitive,For gluten-sensitive individuals menstruation is the time when gut reactions are strongest and elimination is most beneficial.
712,menstrual,food,Nourish,1,5,Pomegranate seeds on porridge,Pomegranate seeds add iron vitamin C and antioxidants to a warming breakfast that suits the menstrual phase perfectly.
713,menstrual,food,Nourish,1,5,White willow bark tea,Natural salicylate in white willow bark provides mild pain relief similar to aspirin without the stomach irritation.
714,menstrual,food,Nourish,1,5,Black strap molasses smoothie,Add one tablespoon to a banana smoothie. You will not taste it but you will get significant iron calcium and magnesium.
715,menstrual,food,Nourish,1,5,Avoid excess vitamin A,High-dose vitamin A supplements can worsen menstrual flow. Get vitamin A from food sources like sweet potato and eggs instead.
716,menstrual,food,Nourish,1,5,Mineral broth,A broth made from vegetable scraps seaweed and spices provides a concentrated mineral hit that replenishes what bleeding depletes.
717,menstrual,food,Nourish,1,5,Cardamom for nausea,Cardamom in warm water or tea reduces the nausea common on heavy flow days without the stimulant effect of ginger.
718,menstrual,food,Nourish,1,5,Eat before taking painkillers,Any NSAID taken for period pain must be taken with food. Stomach lining is more sensitive during menstruation.
719,menstrual,food,Nourish,1,5,Slow-cooked lentil stew,A simple slow-cooked lentil stew with iron-rich vegetables provides the mineral density your body needs without demanding digestion.
720,menstrual,food,Nourish,1,5,Avoid sushi and raw fish,Immune function is mildly reduced during menstruation. Avoiding raw fish reduces food safety risk during the vulnerable window.
721,menstrual,food,Nourish,1,5,Bone-in meat for marrow,Eating bone-in meats or meat close to the bone provides collagen marrow and minerals not found in boneless cuts.
722,menstrual,food,Nourish,1,5,Rose hip tea for vitamin C,Rose hip is one of the richest plant sources of vitamin C which increases iron absorption from plant-based meals.
723,menstrual,food,Nourish,1,5,Reduce soy lecithin products,Soy lecithin in processed foods can interfere with iron absorption when consumed alongside iron-rich foods during menstruation.
724,menstrual,move,Move,1,5,TENS device use,A TENS machine placed on the lower abdomen provides electrical muscle stimulation that significantly reduces menstrual pain.
725,menstrual,move,Move,1,5,Progressive muscle relaxation,Systematically tensing and releasing muscle groups from toes to head reduces the full-body tension of menstrual discomfort.
726,menstrual,move,Move,1,5,Inversions avoided in yoga,Traditional yoga specifically avoids inversions during menstruation as they may increase blood flow. Stay upright or horizontal.
727,menstrual,move,Move,1,5,Garden or light housework,Gentle purposeful movement like weeding or light tidying provides enough stimulation to lift mood without demanding energy.
728,menstrual,move,Move,1,5,Shoulder stand alternative,Replace shoulder stand with supported legs up the wall which provides similar benefits without the inversion concern during menstruation.
729,menstrual,move,Move,1,5,Movement as your choice,On every day of your period you get to choose what movement feels right. There is no correct answer except what your body wants.
730,menstrual,move,Move,1,5,15 minute rule,Commit to just 15 minutes of gentle movement. Often that is enough and sometimes you will want to continue. Either is fine.
731,menstrual,move,Move,1,5,Rocking chair therapy,The gentle rhythmic motion of rocking reduces cortisol activates the parasympathetic nervous system and eases cramping.
732,menstrual,move,Move,1,5,Lateral side steps,Gentle lateral stepping movements warm the inner thighs and release the tight hip flexors that worsen period cramps.
733,menstrual,move,Move,1,5,Kapalabhati breathing gently,Very gentle breath of fire stimulates the abdominal organs reduces bloating and increases circulation. Go very slowly.
734,menstrual,mood,Mind,1,5,Moon cycle journaling,Many people find journaling specifically framed around the lunar cycle and their own cycle creates meaningful pattern awareness.
735,menstrual,mood,Mind,1,5,Book the massage now,Scheduling a massage for days 2-4 of your cycle provides something to look forward to and significant physical relief.
736,menstrual,mood,Mind,1,5,Reduce alcohol always,Alcohol genuinely worsens every aspect of menstruation from pain to mood to sleep. The data on this is consistent and strong.
737,menstrual,mood,Mind,1,5,Film or documentary evening,Choose something to watch that is inspiring or interesting rather than stressful. The menstrual phase tolerates passive learning well.
738,menstrual,mood,Mind,1,5,Textures that comfort,There are specific textures that feel safe for each person. A particular blanket mug or piece of clothing. Use yours deliberately.
739,menstrual,mood,Mind,1,5,Acknowledge the cycle itself,You have ovulated. You are menstruating. The cycle is doing exactly what it should. There is dignity in this process.
740,menstrual,mood,Mind,1,5,Write your next cycle intentions,From the clarity of menstruation write what you want your next 28 days to contain. This is powerful cycle planning.
741,menstrual,mood,Mind,1,5,Take a short social media break,A 24-48 hour social media break during menstruation consistently reduces anxiety and improves mood for most people.
742,menstrual,mood,Mind,1,5,Old comfort book reread,Rereading a favourite book from childhood or young adulthood activates nostalgia and safety during the vulnerable menstrual phase.
743,menstrual,mood,Mind,1,5,Accept lower cognitive output,Your verbal processing speed is genuinely reduced at menstruation. This is temporary measurable and not your baseline ability.
744,menstrual,mood,Mind,1,5,Rest guilt audit,Notice every time you feel guilty for resting today. That guilt is culturally conditioned not physiologically appropriate.
745,menstrual,mood,Mind,1,5,Sleep is the priority,No productivity goal is more important than adequate sleep during menstruation. Protect your bedtime ruthlessly this week.
746,menstrual,mood,Mind,1,5,Appreciate the sensitivity,Menstrual sensitivity is not weakness. It is heightened perception. Artists writers and intuitives have historically used this phase creatively.
747,menstrual,mood,Mind,1,5,Dim the lights evening,Bright overhead lights stimulate the sympathetic nervous system. Lamps candles or salt lights in the evening signal rest to the body.
748,menstrual,care,Care,1,5,Menstrual disk option,A menstrual disk sits higher in the vaginal fornix than a cup and can be worn during penetrative intimacy. Worth exploring.
749,menstrual,care,Care,1,5,Flannel period underwear,Flannel-lined period underwear is warmer and softer than standard options - particularly appreciated on cold heavy flow days.
750,menstrual,care,Care,1,5,Warm socks in bed,Keeping feet warm in bed promotes better sleep quality during menstruation by improving overall thermoregulation.
751,menstrual,care,Care,1,5,Avoid new hair dye,Hair dye chemicals are more likely to cause reactions during menstruation when skin sensitivity and immune reactivity are elevated.
752,menstrual,care,Care,1,5,Postpone waxing and laser,Pain tolerance is lower and skin sensitivity is higher during menstruation. Postpone hair removal for the follicular phase.
753,menstrual,care,Care,1,5,Cramp bark tincture,Viburnum opulus or cramp bark is a traditional herbal antispasmodic that directly reduces uterine muscle cramping.
754,menstrual,care,Care,1,5,Avoid new supplements,Do not start new supplements during menstruation when your body is already adjusting. Wait for the follicular phase.
755,menstrual,care,Care,1,5,Medical review if pain is severe,Severe dysmenorrhea that stops you functioning could indicate endometriosis or fibroids. This warrants medical investigation.
756,menstrual,care,Care,1,5,Period log app consistency,Using a tracking app consistently gives you 3-6 months of data that dramatically improves prediction accuracy.
757,menstrual,care,Care,1,5,Breathable period care,All period products benefit from breathable materials. Avoid plasticky or synthetic materials against sensitive menstrual tissue.
758,menstrual,care,Care,1,5,Keep warm feet and abdomen,Traditional medicine across cultures consistently emphasises keeping the lower abdomen and feet warm during menstruation for good reason.
759,follicular,food,Nourish,6,13,Prebiotic fibre daily,Garlic onion banana and oats feed the gut bacteria that regulate estrogen recycling through the estrobolome.
760,follicular,food,Nourish,6,13,Sprouted lentils,Sprouting increases the nutrient bioavailability of lentils by up to 50 percent. Add to salads or eat as a side.
761,follicular,food,Nourish,6,13,Organic where possible,Pesticides act as endocrine disruptors that interfere with estrogen signalling. Organic produce reduces this load most in the follicular phase.
762,follicular,food,Nourish,6,13,Athletic greens or AG1 equivalent,A greens powder in the morning provides a broad spectrum of micronutrients to support the increased demands of follicular training.
763,follicular,food,Nourish,6,13,Cold brew green tea,Cold brewed green tea extracts maximum EGCG with minimum caffeine. A litre throughout the day supports antioxidant protection.
764,follicular,food,Nourish,6,13,Spirulina protein powder,Adding spirulina to smoothies provides plant-based complete protein plus iron and chlorophyll to support training recovery.
765,follicular,food,Nourish,6,13,Reduce sugar for clear skin,The estrogen rise of follicular phase generally clears skin but sugar spikes insulin which can still trigger breakouts.
766,follicular,food,Nourish,6,13,Wild blueberries daily,Wild blueberries have twice the antioxidant content of cultivated ones. Frozen wild blueberries are available year-round.
767,follicular,food,Nourish,6,13,Mushrooms for vitamin D,Sun-exposed mushrooms are one of very few plant sources of vitamin D. Place mushrooms gills-up in sunlight for 20 minutes before eating.
768,follicular,food,Nourish,6,13,Polyphenol-rich olive oil,Extra virgin olive oil provides oleocanthal an anti-inflammatory compound and polyphenols that support estrogen metabolism.
769,follicular,food,Nourish,6,13,Intermittent fasting consideration,A 12-14 hour overnight fast in the follicular phase supports insulin sensitivity and metabolic flexibility without stressing hormones.
770,follicular,food,Nourish,6,13,Post-workout chocolate milk,A 3:1 carb to protein ratio drink after training maximises glycogen restoration. Chocolate milk happens to be near-perfect.
771,follicular,food,Nourish,6,13,Pasture-raised eggs,Pasture-raised eggs contain significantly more omega-3 vitamin D and vitamin E than caged alternatives. Worth the cost in follicular phase.
772,follicular,food,Nourish,6,13,Grapefruit for metabolism,Grapefruit contains naringenin which supports fat oxidation and liver enzyme activity relevant to estrogen processing.
773,follicular,food,Nourish,6,13,Anti-inflammatory spice rack,Use turmeric ginger cinnamon and black pepper liberally in all follicular phase cooking to reduce baseline inflammation.
774,follicular,move,Move,6,13,Mud run or obstacle event,The combination of strength endurance and problem-solving in obstacle events suits follicular capacity and risk tolerance.
775,follicular,move,Move,6,13,Marathon training long run,Your longest training run of the week should fall in the follicular phase when recovery is fastest and endurance is best.
776,follicular,move,Move,6,13,Gymnastics conditioning,Conditioning work for gymnastics skills - hollow body dish handstand holds and L-sits - suits follicular strength peaks.
777,follicular,move,Move,6,13,Hatha yoga morning practice,A 45-minute morning hatha practice in the follicular phase builds the strength and flexibility that serves all subsequent phases.
778,follicular,move,Move,6,13,Calisthenics progression,Progressing calisthenics skills like muscle ups pistol squats and planche leans suits follicular neuromuscular adaptation rates.
779,follicular,move,Move,6,13,Ocean swim or open water,The combination of cold water immersion endurance and natural environment makes open water swimming ideal for the follicular phase.
780,follicular,move,Move,6,13,Double session day,If doing two sessions in a day do it in the follicular phase. Your recovery capacity between sessions is at its monthly peak.
781,follicular,move,Move,6,13,Throw discus or javelin,Explosive rotational power suits the follicular phase. If you have access to athletics training this is the week to throw.
782,follicular,move,Move,6,13,Flexibility training PNF,Proprioceptive neuromuscular facilitation stretching creates faster flexibility gains in the follicular phase than at other times.
783,follicular,move,Move,6,13,Stand-up comedy or improv movement,Physical comedy movement improvisation and expressive movement classes suit the creativity and confidence of the follicular phase.
784,follicular,mood,Mind,6,13,Draftspaper your business plan,The combination of analytical and creative thinking in the follicular phase makes structural business planning highly productive.
785,follicular,mood,Mind,6,13,Explore a museum or gallery,Cultural curiosity and aesthetic sensitivity are enhanced by estrogen. Visiting a gallery or exhibition feels unusually enriching this week.
786,follicular,mood,Mind,6,13,Run for local representation,If you have ever considered standing for a community role or representation follicular confidence is when to make that decision.
787,follicular,mood,Mind,6,13,Write the grant application,The focus precision and optimism required for grant writing or funding applications aligns with follicular cognitive strengths.
788,follicular,mood,Mind,6,13,Language learning sprint,Your memory consolidation and vocabulary acquisition peak in the follicular phase. A language learning intensive fits well.
789,follicular,mood,Mind,6,13,Systematic problem solving,Complex multi-step problems are best tackled in the follicular phase when working memory and analytical processing are optimal.
790,follicular,mood,Mind,6,13,Reach out to your mentor,Follicular confidence and clarity make the right time to seek feedback guidance or connection with a mentor or sponsor.
791,follicular,mood,Mind,6,13,Start the podcast or channel,Beginning a creative media project requires the confidence and follow-through that peaks in the follicular and ovulation phases.
792,follicular,mood,Mind,6,13,Write your cover letter,Career documents that require confident self-advocacy are best written in the follicular phase when imposter syndrome is lowest.
793,follicular,mood,Mind,6,13,Research your next investment,Financial analysis and strategic thinking suit the follicular cognitive profile. Research an investment decision this week.
794,follicular,care,Care,6,13,Trial new product formulas,The follicular phase is the time to test new skincare formulas as skin resilience is highest and reactions least likely.
795,follicular,care,Care,6,13,Plan your fitness challenge,Using follicular planning capacity schedule your next physical challenge event or goal for a future follicular window.
796,follicular,care,Care,6,13,Cycle syncing workout planner,Map your planned workouts for the full cycle this week while you have the energy and clarity to think it through.
797,follicular,care,Care,6,13,Light therapy lamp morning,A bright light therapy lamp in the morning during the follicular phase amplifies the serotonin boost and sets a productive day.
798,follicular,care,Care,6,13,Sauna session,Infrared or traditional sauna use supports detoxification during the follicular phase and is a good recovery tool for training.
799,follicular,care,Care,6,13,Cold plunge or cold shower,Cold exposure activates dopamine and norepinephrine. The follicular phase has the cortisol resilience to benefit most from cold therapy.
800,follicular,care,Care,6,13,Breathing test your VO2,The follicular phase is when your cardiovascular capacity is highest. If testing fitness metrics do them in this window.
801,follicular,care,Care,6,13,Cervical mucus learning resource,Find a reliable resource on reading cervical mucus changes and spend time in the follicular phase learning to identify yours.
802,follicular,care,Care,6,13,Review your contraception,The follicular phase when cognition is sharp and anxiety is lower is a good time to review whether your contraception method still suits you.
803,follicular,care,Care,6,13,Red light therapy for skin,Red light therapy in the follicular phase when skin renewal is naturally elevated can amplify collagen production results.
804,follicular,care,Care,6,13,Sports massage,A deep tissue or sports massage in the follicular phase provides recovery benefit without the tenderness sensitivity of the luteal phase.
805,follicular,care,Care,6,13,Establish screen-free morning,Creating a screen-free morning habit is most likely to stick when established in the follicular phase. Give it the first 30 minutes.
806,follicular,care,Care,6,13,Book the fertility consult,If you have been considering fertility testing or family planning consultation the follicular phase provides the mental clarity to navigate it.
807,ovulation,food,Nourish,14,16,Raw cacao smoothie bowl,A smoothie bowl with raw cacao berries and seeds provides peak-performance antioxidants at the most demanding point in the cycle.
808,ovulation,food,Nourish,14,16,Mango for beta-carotene,Mango provides beta-carotene vitamin C and natural sugars for the energy demands of peak physical performance at ovulation.
809,ovulation,food,Nourish,14,16,Algae oil for DHA,Algae oil is the plant-based source of DHA that supports peak cognitive and physical performance around ovulation.
810,ovulation,food,Nourish,14,16,Fennel for estrogen support,Fennel contains anethole a phytoestrogen that gently supports the estrogen peak at ovulation without disrupting the LH surge.
811,ovulation,food,Nourish,14,16,Pre-performance carb load,If performing or competing on ovulation day a modest carbohydrate increase the evening before optimises glycogen stores.
812,ovulation,food,Nourish,14,16,Beet juice for performance,Dietary nitrates in beet juice improve oxygen efficiency and endurance performance. Take 2 hours before peak performance.
813,ovulation,food,Nourish,14,16,Tart cherry juice recovery,Tart cherry juice taken after intense ovulation training reduces delayed onset muscle soreness and supports recovery.
814,ovulation,food,Nourish,14,16,Zinc at every meal today,Zinc is consumed rapidly during ovulation. Every meal should contain a zinc source: seeds meat seafood or legumes.
815,ovulation,move,Move,14,16,Master class attempt,A masterclass in something physical you have been working on suits the confidence and capability peak of ovulation.
816,ovulation,move,Move,14,16,Sparring or contact sport,Controlled sparring or contact sport training suits the elevated pain tolerance and competitive drive of the ovulation window.
817,ovulation,move,Move,14,16,Dance performance,If you dance performing at ovulation gives you access to peak stage presence confidence and physical expressiveness.
818,ovulation,move,Move,14,16,Technical climbing route,Attempting a more technical or difficult climbing route suits the coordination confidence and physical peak of ovulation.
819,ovulation,move,Move,14,16,Wakeboarding or waterskiing,High-speed water sports requiring balance courage and strength are perfectly matched to ovulation capacity.
820,ovulation,move,Move,14,16,Aerial silks performance,Performing aerial silks requires the combination of strength grace and risk tolerance that peaks at ovulation.
821,ovulation,move,Move,14,16,Fasted morning training,If you train fasted do it at ovulation when fat oxidation and performance are highest even without pre-workout fuel.
822,ovulation,move,Move,14,16,Long distance cycle event,Sportive or charity cycling events suit the endurance peak and social energy of the ovulation window.
823,ovulation,mood,Mind,14,16,Podcast interview appearance,Being interviewed requires verbal fluency quick thinking and confidence. Ovulation is when all three are maximised.
824,ovulation,mood,Mind,14,16,Sales or client pitch,The persuasiveness and natural warmth of the ovulation phase make selling presenting and client relationship building highly effective.
825,ovulation,mood,Mind,14,16,Marriage or major commitment,Major relational commitments made with conviction and clarity suit the ovulation window when optimism and certainty peak.
826,ovulation,mood,Mind,14,16,Run for election or leadership,Standing for a role that requires campaigning persuasion and visibility suits the social magnetism of the ovulation phase.
827,ovulation,mood,Mind,14,16,Career pivot conversation,Having the conversation about a career change promotion or role shift is best held when your confidence and communication are peak.
828,ovulation,mood,Mind,14,16,Panel discussion or debate,Structured debate and panel discussion require quick verbal responses and confident delivery. Ovulation is your peak for this.
829,ovulation,mood,Mind,14,16,Celebrate your cycle peak,This is the energetic peak of your cycle. Take a moment to acknowledge and celebrate it rather than just rushing through it.
830,ovulation,care,Care,14,16,Sun protection highest priority,Estrogen peak increases skin photosensitivity significantly. SPF is non-negotiable and reapplication is necessary on sunny days.
831,ovulation,care,Care,14,16,Track your LH pattern annually,Building a record of your LH surge timing over 12 cycles reveals your personal ovulation pattern and ideal scheduling windows.
832,ovulation,care,Care,14,16,Light lymphatic drainage,The increased estrogen at ovulation can cause mild fluid shifts. Light lymphatic drainage massage supports clearance.
833,ovulation,care,Care,14,16,Reduce oxidative stress exposure,Avoid smoking second-hand smoke and excess alcohol in the 3 days around ovulation when eggs are most vulnerable to damage.
834,ovulation,care,Care,14,16,Ovulation chart review,After ovulation review your chart from this cycle. Does the pattern match previous months. What has changed.
835,ovulation,care,Care,14,16,Injury prevention warm-up,At ovulation when joint laxity peaks a thorough dynamic warm-up is more important than at any other point in the cycle.
836,ovulation,care,Care,14,16,Cool down properly,After peak ovulation training a proper cool down prevents the blood pooling that can cause lightheadedness as body temperature drops.
837,ovulation,care,Care,14,16,Hydration tracking at peak,Peak performance and hormonal activity at ovulation increases both sweat rate and respiratory water loss. Drink more than usual.
838,luteal,food,Nourish,17,28,Vitex berry tea,Chaste berry tea taken in the luteal phase supports progesterone production and reduces PMS symptoms over several cycles.
839,luteal,food,Nourish,17,28,Passionfruit for GABA,Passionfruit contains compounds that support GABA activity reducing the anxiety that spikes in the late luteal phase.
840,luteal,food,Nourish,17,28,Anti-bloat meal timing,Eating before 7pm gives 3 hours of active digestion before sleep reducing the overnight bloating and discomfort of the luteal phase.
